4.3.2.1.14                                        37                                                                         SKIN                                                                                                                                                                                                                                                           2.16.840.1.113883.3.42.127.56.247                 284                                                                        SKIN                                                                                                                                                                                                                                                           120140429160355937
4.3.2.1.14                                        4                                                                          SERUM                                                                                                                                                                                                                                                          2.16.840.1.113883.3.42.127.56.247                 4                                                                          BLOOD (RED TOP)                                                                                                                                                                                                                                                120140429160355937
4.3.2.1.14                                        40                                                                         TISSUE                                                                                                                                                                                                                                                         2.16.840.1.113883.3.42.127.56.247                 40                                                                         TISSUE                                                                                                                                                                                                                                                         120140429160355937
4.3.2.1.14                                        439                                                                        439                                                                                                                                                                                                                                                            2.16.840.1.113883.3.42.127.56.247                 439                                                                        CYTOLOGY (TUBE)                                                                                                                                                                                                                                                120140429160356023
4.3.2.1.14                                        50                                                                         SWAB                                                                                                                                                                                                                                                           2.16.840.1.113883.3.42.127.56.247                 184                                                                        SWAB/ARM                                                                                                                                                                                                                                                       120140429160356023
4.3.2.1.14                                        56                                                                         THROAT SWAB                                                                                                                                                                                                                                                    2.16.840.1.113883.3.42.127.56.247                 147                                                                        SWAB/THROAT                                                                                                                                                                                                                                                    120140429160356024
4.3.2.1.14                                        5969                                                                       ENDOCERVIX                                                                                                                                                                                                                                                     2.16.840.1.113883.3.42.127.56.247                 436                                                                        ENDOCERVIX                                                                                                                                                                                                                                                     120140429160356024
4.3.2.1.14                                        63                                                                         VAGINAL/CERVICAL                                                                                                                                                                                                                                               2.16.840.1.113883.3.42.127.56.247                 451                                                                        VAGINAL/CERVICAL                                                                                                                                                                                                                                               120140429160356024
4.3.2.1.14                                        64                                                                         LAVENDER PLASMA                                                                                                                                                                                                                                                2.16.840.1.113883.3.42.127.56.247                 193                                                                        BLOOD (LAV)                                                                                                                                                                                                                                                    120140429160356025
4.3.2.1.14                                        7                                                                          BLOOD                                                                                                                                                                                                                                                          2.16.840.1.113883.3.42.127.56.247                 2                                                                          BLOOD (LT.BLUE)                                                                                                                                                                                                                                                120140429160356025
4.3.2.1.14                                        71                                                                         FINGERSTICK                                                                                                                                                                                                                                                    2.16.840.1.113883.3.42.127.56.247                 439                                                                        CYTOLOGY (TUBE)                                                                                                                                                                                                                                                120140429160356025
4.3.2.1.14                                        74                                                                         VBECS - NO SPECIMEN REQUIRED                                                                                                                                                                                                                                   2.16.840.1.113883.3.42.127.56.247                 292                                                                        CSF CYTOLOGY (CSF TUBE)                                                                                                                                                                                                                                        120140429160356026
4.3.2.1.14                                        77                                                                         PLEURAL FLUID                                                                                                                                                                                                                                                  2.16.840.1.113883.3.42.127.56.247                 289                                                                        PLEURAL FLUID CYTOLOGY (BAG/CUP)                                                                                                                                                                                                                               120140429160356026
4.3.2.1.14                                        9                                                                          CSF                                                                                                                                                                                                                                                            2.16.840.1.113883.3.42.127.56.247                 9                                                                          CSF (CSF TUBE)                                                                                                                                                                                                                                                 120140429160356123
4.3.2.1.14                                        91                                                                         BRONCHIAL WASH CYTOLOGY                                                                                                                                                                                                                                        2.16.840.1.113883.3.42.127.56.247                 263                                                                        BRONCHIAL WASH CYTOLOGY (CUP)                                                                                                                                                                                                                                  120140429160356123
4.3.2.1.15                                        1                                                                          AMIKACIN                                                                                                                                                                                                                                                       2.16.840.1.113883.3.42.127.56.218                 4                                                                          AMIKACIN                                                                                                                                                                                                                                                       120140429160356124
4.3.2.1.16                                        144                                                                        FACTOR IX COMPLEX                                                                                                                                                                                                                                              2.16.840.1.113883.3.42.127.100001.275             7                                                                          FACTOR IX                                                                                                                                                                                                                                                      120140429160356124
4.3.2.1.16                                        145                                                                        RH IMMUNE GLOBULIN                                                                                                                                                                                                                                             2.16.840.1.113883.3.42.127.100001.275             9                                                                          RHOGAM                                                                                                                                                                                                                                                         120140429160356125
4.3.2.1.16                                        57                                                                         RED BLOOD CELLS, DEGLYCEROLIZE                                                                                                                                                                                                                                 2.16.840.1.113883.3.42.127.100001.275             4                                                                          PACKED RED BLOOD CELLS                                                                                                                                                                                                                                         120140429160356125
4.3.2.1.16                                        64                                                                         FRESH FROZEN PLASMA, CPDA-1                                                                                                                                                                                                                                    2.16.840.1.113883.3.42.127.100001.275             3                                                                          FRESH FROZEN PLASMA                                                                                                                                                                                                                                            120140429160356125
4.3.2.1.16                                        83                                                                         CRYOPRECIPITATE-POOLED                                                                                                                                                                                                                                         2.16.840.1.113883.3.42.127.100001.275             6                                                                          CRYOPRECIPITATE                                                                                                                                                                                                                                                120140429160356126
4.3.2.1.17                                        1                                                                          ESCHERICHIA COLI                                                                                                                                                                                                                                               2.16.840.1.113883.3.42.127.56.246                 1                                                                          ESCHERICHIA COLI                                                                                                                                                                                                                                               120140429160356126
4.3.2.1.17                                        1185                                                                       FUNGUS                                                                                                                                                                                                                                                         2.16.840.1.113883.3.42.127.56.246                 1185                                                                       FUNGUS                                                                                                                                                                                                                                                         120140429160356126
4.3.2.1.17                                        27                                                                         MYCOBACTERUIM FLAVESCENS                                                                                                                                                                                                                                       2.16.840.1.113883.3.42.127.56.246                 627                                                                        MYCOBACTERUIM FLAVESCENS                                                                                                                                                                                                                                       120140429160356223
4.3.2.1.17                                        400                                                                        GRAM NEG COCCI                                                                                                                                                                                                                                                 2.16.840.1.113883.3.42.127.56.246                 400                                                                        GRAM NEG COCCI                                                                                                                                                                                                                                                 120140429160356223
4.3.2.1.17                                        4818                                                                       KLEBSIELLA OXYTOCA                                                                                                                                                                                                                                             2.16.840.1.113883.3.42.127.56.246                 4818                                                                       KLEBSIELLA OXYTOCA                                                                                                                                                                                                                                             120140429160356224
4.3.2.1.17                                        49                                                                         BACTERIUM                                                                                                                                                                                                                                                      2.16.840.1.113883.3.42.127.56.246                 49                                                                         BACTERIUM                                                                                                                                                                                                                                                      120140429160356224
4.3.2.1.17                                        505                                                                        ENTEROBIUS VERMICULARIS                                                                                                                                                                                                                                        2.16.840.1.113883.3.42.127.56.246                 505                                                                        ENTEROBIUS VERMICULARIS                                                                                                                                                                                                                                        120140429160356225
4.3.2.1.17                                        539                                                                        TAENIA SAGINATA                                                                                                                                                                                                                                                2.16.840.1.113883.3.42.127.56.246                 539                                                                        TAENIA SAGINATA                                                                                                                                                                                                                                                120140429160356225
4.3.2.1.17                                        827                                                                        VIRUS                                                                                                                                                                                                                                                          2.16.840.1.113883.3.42.127.56.246                 827                                                                        VIRUS                                                                                                                                                                                                                                                          120140429160356225
4.3.2.1.6                                         1                                                                          NORMAL                                                                                                                                                                                                                                                         2.16.840.1.113883.3.42.127.100001.293             1                                                                          NORMAL                                                                                                                                                                                                                                                         120140429160356226
4.3.2.1.6                                         1001                                                                       SIGNIFICANT ABNORMALITY, ATTN NEEDED                                                                                                                                                                                                                           2.16.840.1.113883.3.42.127.100001.293             4                                                                          URGENT, IMMEDIATE ATTENTION NEEDED                                                                                                                                                                                                                             120140429160356226
4.3.2.1.6                                         1100                                                                       BI-RADS CATEGORY 0                                                                                                                                                                                                                                             2.16.840.1.113883.3.42.127.100001.293             10                                                                         BIRAD CAT 0 - ASSESSMENT INCOMPLETE                                                                                                                                                                                                                            120140429160356226
4.3.2.1.6                                         1101                                                                       BI-RADS CATEGORY 1                                                                                                                                                                                                                                             2.16.840.1.113883.3.42.127.100001.293             11                                                                         BIRAD CAT 1 - NEGATIVE ROUTINE F/U                                                                                                                                                                                                                             120140429160356313
4.3.2.1.6                                         1102                                                                       BI-RADS CATEGORY 2                                                                                                                                                                                                                                             2.16.840.1.113883.3.42.127.100001.293             12                                                                         BIRAD CAT 2 -BENIGN FINDING ROUTINE F/U                                                                                                                                                                                                                        120140429160356314
4.3.2.1.6                                         1103                                                                       BI-RADS CATEGORY 3                                                                                                                                                                                                                                             2.16.840.1.113883.3.42.127.100001.293             13                                                                         BIRAD CAT 3-PROB BENIGN, SHORT TERM F/U                                                                                                                                                                                                                        120140429160356314
4.3.2.1.6                                         1104                                                                       BI-RADS CATEGORY 4                                                                                                                                                                                                                                             2.16.840.1.113883.3.42.127.100001.293             14                                                                         BIRAD CAT-4-SUSPICIOUS ABNORMALITY                                                                                                                                                                                                                             120140429160356314
4.3.2.1.6                                         1105                                                                       BI-RADS CATEGORY 5                                                                                                                                                                                                                                             2.16.840.1.113883.3.42.127.100001.293             15                                                                         BIRAD CAT-5-HIGHLY SUG. OF MALIGNANCY                                                                                                                                                                                                                          120140429160356315
4.3.2.1.6                                         29                                                                         ABNORMALITY,PHYSICIAN AWARE                                                                                                                                                                                                                                    2.16.840.1.113883.3.42.127.100001.293             7                                                                          ABNORMAL, PROVIDER AWARE                                                                                                                                                                                                                                       120140429160356315
4.3.2.1.6                                         37                                                                         SEE SPEECH REPORT IN PATIENT'S MEDICAL RECORD                                                                                                                                                                                                                  2.16.840.1.113883.3.42.127.100001.293             9                                                                          SEE RADIOLOGIST'S REPORT                                                                                                                                                                                                                                       120140429160356315
4.3.2.1.6                                         4                                                                          ABNORMALITY, ATTN. NEEDED                                                                                                                                                                                                                                      2.16.840.1.113883.3.42.127.100001.293             3                                                                          ABNORMAL, ATTENTION NEEDED                                                                                                                                                                                                                                     120140429160356316
4.3.2.1.6                                         6                                                                          UNDICTATED FILMS NOT RETURNED, 3 DAYS                                                                                                                                                                                                                          2.16.840.1.113883.3.42.127.100001.293             6                                                                          EXAM NOT RETURNED TO DEPARTMENT.                                                                                                                                                                                                                               120140429160356318
4.3.2.1.8                                         -3                                                                                                                                                                                                                                                                                                                                        2.16.840.1.113883.3.42.127.56.282                 608343                                                                     IBWA CLINIC 0056                                                                                                                                                                                                                                               120140429160356319
4.3.2.1.8                                         1777                                                                       ED - PM VETEREAN                                                                                                                                                                                                                                               2.16.840.1.113883.3.42.127.56.282                 3737                                                                       Emergency Medical Care 200h                                                                                                                                                                                                                                    120140429160356417
4.3.2.1.8                                         1779                                                                       ED - DAY VETERAN                                                                                                                                                                                                                                               2.16.840.1.113883.3.42.127.56.282                 608718                                                                     VA Emergency Room                                                                                                                                                                                                                                              120140429160356417
4.3.2.1.8                                         2003                                                                       RADIOLOGY                                                                                                                                                                                                                                                      2.16.840.1.113883.3.42.127.56.282                 209                                                                        MAIN RADIOLOGY 200H                                                                                                                                                                                                                                            120140429160356418
4.3.2.1.8                                         2056                                                                       SME DENTAL                                                                                                                                                                                                                                                     2.16.840.1.113883.3.42.127.56.282                 608777                                                                     Dental DoD                                                                                                                                                                                                                                                     120140429160356418
4.3.2.1.8                                         2890                                                                       DERMATOLOGY - SOLOMON/KIZHNER                                                                                                                                                                                                                                  2.16.840.1.113883.3.42.127.56.282                 18                                                                         DERMATOLOGY                                                                                                                                                                                                                                                    120140429160356418
4.3.2.1.8                                         3124                                                                       SME ORTHO                                                                                                                                                                                                                                                      2.16.840.1.113883.3.42.127.56.282                 32                                                                         Orthopedic Clinic 200H                                                                                                                                                                                                                                         120140429160356419
4.3.2.1.8                                         3463                                                                       SME INTERNAL MEDICINE                                                                                                                                                                                                                                          2.16.840.1.113883.3.42.127.56.282                 608776                                                                     Internal Medicine VA                                                                                                                                                                                                                                           120140429160356419
4.3.2.1.8                                         3579                                                                       CARDIOLOGY - URGENT CARE                                                                                                                                                                                                                                       2.16.840.1.113883.3.42.127.56.282                 15                                                                         CARDIOLOGY CLINIC 200H                                                                                                                                                                                                                                         120140429160356419
4.3.2.1.8                                         3769                                                                       RADIOLOGY - CT SCAN                                                                                                                                                                                                                                            2.16.840.1.113883.3.42.127.56.282                 205                                                                        COMPUTED TOMOGRAPHY 200H                                                                                                                                                                                                                                       120140429160356420
4.3.2.1.8                                         3770                                                                       RADIOLOGY - FLUOROSCOPY                                                                                                                                                                                                                                        2.16.840.1.113883.3.42.127.56.282                 3886                                                                       FLURO 200H                                                                                                                                                                                                                                                     120140429160356420
4.3.2.1.8                                         3772                                                                       RADIOLOGY - NUCLEAR MED GEN                                                                                                                                                                                                                                    2.16.840.1.113883.3.42.127.56.282                 56                                                                         NUCLEAR MEDICINE 200H                                                                                                                                                                                                                                          120140429160356517
4.3.2.1.8                                         3818                                                                       RADIOLOGY - MRI (AM)                                                                                                                                                                                                                                           2.16.840.1.113883.3.42.127.56.282                 196                                                                        MRI 200H                                                                                                                                                                                                                                                       120140429160356517
4.3.2.1.8                                         3877                                                                       NUR MEDICINE                                                                                                                                                                                                                                                   2.16.840.1.113883.3.42.127.56.282                 4167                                                                       Internal Medicine 200H                                                                                                                                                                                                                                         120140429160356518
4.3.2.1.8                                         396                                                                        AMB SURGERY - ORTHO VA                                                                                                                                                                                                                                         2.16.840.1.113883.3.42.127.56.282                 608717                                                                     VA APV Orthopedics                                                                                                                                                                                                                                             120140429160356518
4.3.2.1.8                                         3965                                                                       RADIOLOGY - ULTRASOUND B                                                                                                                                                                                                                                       2.16.840.1.113883.3.42.127.56.282                 193                                                                        ULTRASOUND 200H                                                                                                                                                                                                                                                120140429160356518
